ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [usecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
91,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    1","  512,    1,    1","74,331",57.09,27.79,63.38,38
97,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","18,212",14.78,28.58,41.41,38
102,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","18,270",14.37,28.47,41.4,38
107,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    1","  512,    1,    1","74,189",57.5,27.84,63.48,38
113,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","17,750",15.07,29.32,68.88,38
118,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","17,698",17.15,29.42,47.35,38
123,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    1","  512,    1,    1","74,118",57.92,27.86,63.6,38
129,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","34,474",28.58,30.08,73.76,38
134,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","15,213",13.06,34.25,31.59,38
139,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 1024,    1,    1","  512,    1,    1","52,092",40.42,39.31,40.49,38
143,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 1024,    1,    1","  512,    1,    1","57,352",41.7,35.67,37.08,38
149,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","15,197",14.59,34.28,31.61,38
154,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","15,683",14.46,33.22,30.63,38
159,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 1024,    1,    1","  512,    1,    1","51,757",40.7,39.67,41.02,38
165,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","16,761",13.54,31.04,28.63,38
170,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","16,240",13.57,32.05,29.56,38
175,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 1024,    1,    1","  512,    1,    1","51,835",42.88,39.52,40.8,38
181,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","15,372",13.09,33.88,41.12,38
186,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","15,107",13.54,34.49,31.8,38
191,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 1024,    1,    1","  512,    1,    1","52,375",41.63,39.21,40.57,38
197,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","15,513",14.3,33.6,40.44,38
202,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","15,280",14.66,34.13,31.48,38
207,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 1024,    1,    1","  512,    1,    1","51,942",40.64,39.53,41.33,38
213,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","15,139",13.12,34.41,31.74,38
218,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  256,    1,    1","  512,    1,    1","18,536",12.99,28.05,31.58,38
223,13,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 1024,    1,    1","  512,    1,    1","52,861",41.44,38.86,40.22,38
229,11,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    1","  512,    1,    1","27,024",24.77,38.29,35.61,38
233,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    1","  512,    1,    1","19,470",14.69,36.14,33.08,38
238,12,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 2048,    1,    1","  512,    1,    1","62,890",50.05,44.13,40.8,38
242,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 2048,    1,    1","  512,    1,    1","62,715",48.7,44.27,40.94,38
247,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    1","  512,    1,    1","18,665",14.72,37.74,34.57,38
252,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    1","  512,    1,    1","18,527",14.72,38.02,34.82,38
257,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 2048,    1,    1","  512,    1,    1","62,734",48.45,44.27,40.93,38
262,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    1","  512,    1,    1","18,639",14.88,37.79,34.62,38
267,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"  512,    1,    1","  512,    1,    1","18,949",14.69,37.09,33.98,38
272,10,bn_fw_tr_1C11_singleread,"void cudnn::detail::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::detail::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti," 2048,    1,    1","  512,    1,    1","64,757",48.58,42.88,39.64,38
231,11,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,   16,    1","    8,    8,    1","745,229",546.4,38.09,37.82,63
245,12,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,   16,    1","    8,    8,    1","299,672",218.24,42.18,35.54,63
260,12,implicit_convolve_sgemm,"void cudnn::detail::implicit_convolve_sgemm<float, float, (int)1024, (int)5, (int)5, (int)3, (int)3, (int)3, (int)1, (bool)1, (bool)0, (bool)1>(int, int, int, const T1 *, int, T2 *, T1 *, kernel_conv_params, int, float, float, int, T2 *, T2 *, int, int)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,   16,    1","    8,    8,    1","298,462",220.83,42.36,35.76,63
11,11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   16,    1","   32,    4,    1","3,954",3.55,4.29,13.37,62
31,13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   16,    1","   32,    4,    1","3,871",3.49,4.38,9.25,62
47,13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   16,    1","   32,    4,    1","4,034",3.62,4.21,9.8,62
83,13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   32,    1","   32,    4,    1","5,492",4.99,12.44,25.17,62
99,13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   32,    1","   32,    4,    1","5,545",4.99,12.32,24.59,62
115,13,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,   32,    1","   32,    4,    1","5,538",4.83,12.33,24.17,62
151,11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,   64,    1","   32,    4,    1","16,673",11.97,16.47,44.19,62
167,11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,   64,    1","   32,    4,    1","11,972",11.74,23.16,60.08,62
183,11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,   64,    1","   32,    4,    1","11,961",13.82,23.03,62.6,62
199,11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,   64,    1","   32,    4,    1","12,437",12.13,22.15,57.3,62
215,11,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"    8,   64,    1","   32,    4,    1","16,959",12,16.19,44.64,62
249,10,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,  128,    1","   32,    4,    1","70,742",54.56,15.44,68,62
264,10,generateWinogradTilesKernel,"void cudnn::winograd::generateWinogradTilesKernel<(int)0, float, float>(cudnn::winograd::GenerateWinogradTilesParams<T2, T3>)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   16,  128,    1","   32,    4,    1","77,110",54.27,14.16,69.22,62
278,9,splitKreduce_kernel,"void splitKreduce_kernel<float, float, float>(cublasSplitKParams<T3>, const T1 *, const T2 *, T2 *, const T3 *, const T3 *)",[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   63,    1,    1","  128,    1,    1","4,560",3.78,2.37,13.4,44
79,9,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    1,    1","  256,    1,    1","152,004",111.14,62.96,25.31,128
95,9,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    1,    1","  256,    1,    1","150,545",110.59,63.58,25.56,128
111,9,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   49,    1,    1","  256,    1,    1","149,871",111.71,63.82,25.65,128
137,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    8,    1","  256,    1,    1","152,210",112.67,66.87,28.67,128
141,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    8,    1","  256,    1,    1","301,089",222.94,67.28,28.14,128
157,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    8,    1","  256,    1,    1","152,506",113.06,66.77,28.62,128
173,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    8,    1","  256,    1,    1","152,147",121.95,66.92,28.69,128
189,11,volta_scudnn_128x128_relu_interior_nn_v1,volta_scudnn_128x128_relu_interior_nn_v1,[12772] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    8,    1","  256,    1,    1","152,001",113.09,66.97,28.71,128
