,,,,,,,,,,,,,,,,hit sum,miss sum,hit+miss sum,hit rate,l1 read from l2,l1 write to l2,l1 read+write from/to l2,l2 read from dram,l2 write to dram,l2 read+write from/to dram,,,,,,,,,,,,,,,
densenet201,10,8,123.3304778,69,4.405535239,0.037,,resnet50,10,1,17.15909375,500,0.760082204,0.0463,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.138,,148451065.2,75595550.72,224046615.9,4.801377392,213575521.7,59134210.14,272709731.9,84960478.26,13831369.57,98791847.83,,
densenet201,10,8,125.0599797,280,6.135037084,0.0516,,resnet50,10,8,70.5177184,500,2.167043889,0.0317,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,0.56,,139352614.3,131616253.6,270968867.9,0.918348872,262503639.3,73097371.43,335601010.7,141741605.4,51473075,193214680.4,,
densenet201,10,8,126.7085653,449,7.783622736,0.0654,,resnet50,10,16,114.424818,500,3.787432193,0.0342,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,0.898,,106922071.3,183126069,290048140.3,0.410507354,278105003.3,109317856.3,387422859.7,193464579.1,93221614.7,286686193.8,,
densenet201,10,8,126.6737391,500,7.748796505,0.0652,,resnet50,10,32,207.9489001,308,4.251224499,0.0209,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,1.623376623,,96792161.93,211120313.7,307912475.6,0.19363935,296645695.8,116274008.9,412919704.7,221073731,105083876.1,326157607.2,,
densenet201,10,8,127.3545586,30,8.429615963,0.0709,,resnet50,25,1,7.494182152,500,0.456768417,0.0649,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.06,,339344900,173667966.7,513012866.7,11.02457404,489037716.7,136026516.7,625064233.3,183908733.3,42414833.33,226323566.7,,
densenet201,10,8,130.8803533,110,11.95541074,0.1005,,resnet50,25,8,28.8331357,500,1.039492844,0.0374,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.22,,365647836.4,319814427.3,685462263.6,2.424693098,666533459.1,185924259.1,852457718.2,329717559.1,140665295.5,470382854.5,,
densenet201,10,8,135.1785272,175,16.25358462,0.1367,,resnet50,25,16,47.55152421,500,1.831712498,0.0401,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,0.35,,263094034.3,480505554.3,743599588.6,1.010889802,716838462.9,280214582.9,997053045.7,489487422.9,236542300,726029722.9,,
densenet201,10,8,136.8818418,313,17.95689919,0.151,,resnet50,25,32,86.20542593,500,3.100737214,0.0373,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,0.626,,239512894.6,556607629.4,796120524,0.480591124,767404377,301332792.3,1068737169,566088397.8,271546375.4,837634773.2,,
densenet201,10,8,129.9122531,24,10.98731046,0.0924,,resnet50,50,1,6.263243264,500,-0.160469061,-0.025,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.048,,425851750,217415750,643267500,13.7919473,612747145.8,170002541.7,782749687.5,224545250,34850645.83,259395895.8,,
densenet201,10,8,146.4008626,57,27.47591998,0.231,,resnet50,50,8,16.66977617,500,0.632469283,0.0394,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.114,,722842631.6,589588561.4,1312431193,4.831281725,1280878930,358671736.8,1639550667,601050701.8,247913596.5,848964298.2,,
densenet201,10,8,162.562891,88,43.63794841,0.3669,,resnet50,50,16,28.71603979,500,1.082281055,0.0392,,94907165,163348138,258255303,0.367493577,250242058,98081889,348323947,165883679,82912752,248796431,,0.176,,539245255.7,928114420.5,1467359676,2.088031686,1421829875,557283460.2,1979113335,942520903.4,471095181.8,1413616085,,
densenet201,10,8,170.3941288,153,51.46918624,0.4328,,resnet50,50,32,52.40074003,500,2.120573978,0.0422,,152234041,345602210,497836251,0.305791394,482130911,188591255,670722166,349426080,167875671,517301751,,0.306,,497496866,1129418987,1626915853,0.99931828,1575591212,616311290.8,2191902503,1141915294,548613303.9,1690528598,,
densenet201,10,8,130.6344332,23,11.70949065,0.0985,,resnet50,75,1,6.092292163,500,-0.14304128,-0.0229,,20064285,10425490,30489775,0.658066024,29067492,8158302,37225794,10798918,2525893,13324811,,0.046,,436180108.7,226641087,662821195.7,14.30578313,631902000,177354391.3,809256391.3,234759087,54910717.39,289669804.3,,
densenet201,10,8,160.7348374,43,41.80989478,0.3516,,resnet50,75,8,13.96464083,500,0.766462551,0.0581,,83693624,65429980,149123604,0.561236597,145631639,40869733,186501372,66376286,30521368,96897654,,0.086,,973181674.4,760813720.9,1733995395,6.526006939,1693391151,475229453.5,2168620605,771817279.1,354899627.9,1126716907,,
densenet201,10,8,193.2690022,61,74.3440596,0.6251,,resnet50,75,16,23.78948001,500,1.069468131,0.0471,,97683134,159159308,256842442,0.380323179,249587185,98045617,347632802,161023210,82380965,243404175,,0.122,,800681426.2,1304584492,2105265918,3.117403105,2045796598,803652598.4,2849449197,1319862377,675253811.5,1995116189,,
densenet201,10,8,208.0434162,105,89.1184736,0.7494,,resnet50,75,32,44.027395,500,1.988560467,0.0473,,153332709,342186084,495518793,0.309438736,480565824,188543451,669109275,345148692,169021805,514170497,,0.21,,730155757.1,1629457543,2359613300,1.473517791,2288408686,897825957.1,3186234643,1643565200,804865738.1,2448430938,,
densenet201,10,8,130.5646083,24,11.63966566,0.0979,,resnet50,90,1,6.142760701,500,0.301707911,0.0517,,,0.048,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,8,169.8998607,37,50.97491809,0.4286,,resnet50,90,8,12.53537972,500,1.728395117,0.1599,,,0.074,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,8,213.9197546,51,94.99481203,0.7988,,resnet50,90,16,22.06407686,500,1.676314279,0.0822,,,0.102,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,8,231.9600443,89,113.0351017,0.9505,,resnet50,90,32,41.51337879,500,3.273448752,0.0856,,,0.178,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,186.9851512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,16,194.4640801,45,7.478928932,0.04,,resnet50,10,1,17.30449326,500,0.905481706,0.0552,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.09,,227624966.7,115913177.8,343538144.4,7.362112002,327482466.7,90672455.56,418154922.2,130272733.3,21208100,151480833.3,,
densenet201,10,16,197.1786322,180,10.19348099,0.0545,,resnet50,10,8,71.01830067,500,2.667626164,0.039,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,0.36,,216770733.3,204736394.4,421507127.8,1.428542689,408338994.4,113707022.2,522046016.7,220486941.7,80069227.78,300556169.4,,
densenet201,10,16,198.6498476,287,11.66469638,0.0624,,resnet50,10,16,114.5672727,500,3.92988692,0.0355,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,0.574,,167275296.2,286493397.2,453768693.4,0.642222306,435084134.1,171023405.9,606107540.1,302667581.9,145841480.8,448509062.7,,
densenet201,10,16,199.1027542,500,12.11760304,0.0648,,resnet50,10,32,208.7905838,480,5.092908233,0.025,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,1.041666667,,150844927.7,329018670.7,479863598.4,0.301775611,462304980.5,181206247.7,643511228.2,344530489.9,163767079.7,508297569.6,,
densenet201,10,16,199.3048714,19,12.31972021,0.0659,,resnet50,25,1,7.503494591,500,0.466080856,0.0662,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.038,,535807736.8,274212578.9,810020315.8,17.40722217,772164815.8,214778710.5,986943526.3,290382210.5,66970789.47,357353000,,
densenet201,10,16,205.2000861,71,18.21493494,0.0974,,resnet50,25,8,29.06580273,500,1.272159867,0.0458,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.142,,566496647.9,495487140.8,1061983789,3.756566772,1032657472,288051669,1320709141,510830021.1,217932147.9,728762169,,
densenet201,10,16,211.0931502,113,24.10799898,0.1289,,resnet50,25,16,47.87714005,500,2.157328343,0.0472,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,0.226,,407446513.3,744145769.9,1151592283,1.565537304,1110148062,433960637.2,1544108699,758055743.4,366326570.8,1124382314,,
densenet201,10,16,213.5331004,203,26.54794925,0.142,,resnet50,25,32,86.93503304,500,3.830344315,0.0461,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,0.406,,369298206.9,858217674.9,1227515882,0.74100996,1183239261,464616571.4,1647855833,872835805.4,418689731.5,1291525537,,
densenet201,10,16,203.2491646,16,16.26401338,0.087,,resnet50,50,1,6.556264579,500,0.132552254,0.0206,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.032,,638777625,326123625,964901250,20.68792095,919120718.8,255003812.5,1174124531,336817875,52275968.75,389093843.8,,
densenet201,10,16,226.988932,37,40.00378082,0.2139,,resnet50,50,8,16.78299717,500,0.745690276,0.0465,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.074,,1113568378,908285081.1,2021853459,7.442785361,1973245919,552548351.4,2525794270,925942973,381920945.9,1307863919,,
densenet201,10,16,252.4949598,57,65.50980858,0.3503,,resnet50,50,16,29.02626574,500,1.392507003,0.0504,,94907165,163348138,258255303,0.367493577,250242058,98081889,348323947,165883679,82912752,248796431,,0.114,,832518991.2,1432878404,2265397395,3.223627866,2195105772,860367447.4,3055473219,1455119991,727304842.1,2182424833,,
densenet201,10,16,264.3586827,100,77.37353151,0.4138,,resnet50,50,32,52.9498715,500,2.669705448,0.0531,,152234041,345602210,497836251,0.305791394,482130911,188591255,670722166,349426080,167875671,517301751,,0.2,,761170205,1728011050,2489181255,1.528956968,2410654555,942956275,3353610830,1747130400,839378355,2586508755,,
densenet201,10,16,203.8926392,15,16.90748796,0.0904,,resnet50,75,1,6.234157372,500,-0.001176071,-0.0002,,20064285,10425490,30489775,0.658066024,29067492,8158302,37225794,10798918,2525893,13324811,,0.03,,668809500,347516333.3,1016325833,21.93553413,968916400,271943400,1240859800,359963933.3,84196433.33,444160366.7,,
densenet201,10,16,248.2365287,28,61.25137747,0.3276,,resnet50,75,8,14.06005164,500,0.861873361,0.0653,,83693624,65429980,149123604,0.561236597,145631639,40869733,186501372,66376286,30521368,96897654,,0.056,,1494529000,1168392500,2662921500,10.02208208,2600564982,729816660.7,3330381643,1185290821,545024428.6,1730315250,,
densenet201,10,16,297.5043442,40,110.519193,0.5911,,resnet50,75,16,24.00937375,500,1.289361873,0.0568,,97683134,159159308,256842442,0.380323179,249587185,98045617,347632802,161023210,82380965,243404175,,0.08,,1221039175,1989491350,3210530525,4.754039735,3119839813,1225570213,4345410025,2012790125,1029762063,3042552188,,
densenet201,10,16,318.2601946,70,131.2750434,0.7021,,resnet50,75,32,44.57090754,500,2.532073009,0.0602,,153332709,342186084,495518793,0.309438736,480565824,188543451,669109275,345148692,169021805,514170497,,0.14,,1095233636,2444186314,3539419950,2.210276686,3432613029,1346738936,4779351964,2465347800,1207298607,3672646407,,
densenet201,10,16,203.6499095,17,16.66475832,0.0891,,resnet50,90,1,6.763853252,500,0.922800462,0.158,,,0.034,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,16,262.3006961,24,75.31554486,0.4028,,resnet50,90,8,12.62530563,500,1.818321028,0.1683,,,0.048,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,16,326.4258665,34,139.4407153,0.7457,,resnet50,90,16,22.28086992,500,1.893107339,0.0929,,,0.068,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,16,354.1288835,59,167.1437323,0.8939,,resnet50,90,32,41.98767414,500,3.747744101,0.098,,,0.118,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,331.7106885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,32,346.2021667,25,14.49147825,0.0437,,resnet50,10,1,17.55883834,500,1.159826795,0.0707,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.05,,409724940,208643720,618368660,13.2518016,589468440,163210420,752678860,234490920,38174580,272665500,,
densenet201,10,32,349.1495559,102,17.43886738,0.0526,,resnet50,10,8,71.23159283,500,2.880918324,0.0421,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,0.204,,382536588.2,361299519.6,743836107.8,2.520957687,720598225.5,200659451,921257676.5,389094602.9,141298637.3,530393240.2,,
densenet201,10,32,354.683,11,22.97231154,0.0693,,resnet50,25,1,7.743649343,500,0.706235608,0.1004,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.022,,925486090.9,473639909.1,1399126000,30.06702012,1333739227,370981409.1,1704720636,501569272.7,115676818.2,617246090.9,,
densenet201,10,32,364.7662712,40,33.05558271,0.0997,,resnet50,25,8,29.32422421,500,1.530581353,0.0551,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.08,,1005531550,879489675,1885021225,6.667906021,1832967013,511291712.5,2344258725,906723287.5,386829562.5,1293552850,,
densenet201,10,32,360.2659485,10,28.55525999,0.0861,,resnet50,50,1,6.933273218,500,0.509560893,0.0793,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.02,,1022044200,521797800,1543842000,33.10067351,1470593150,408006100,1878599250,538908600,83641550,622550150,,
densenet201,10,32,404.9309111,21,73.22022261,0.2207,,resnet50,50,8,17.02137088,500,0.98406399,0.0614,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.042,,1962001429,1600311810,3562313238,13.11347897,3476671381,973537571.4,4450208952,1631423333,672908333.3,2304331667,,
densenet201,10,32,360.3247002,9,28.61401175,0.0863,,resnet50,75,1,6.690294462,500,0.454961019,0.073,,20064285,10425490,30489775,0.658066024,29067492,8158302,37225794,10798918,2525893,13324811,,0.018,,1114682500,579193888.9,1693876389,36.55922354,1614860667,453239000,2068099667,599939888.9,140327388.9,740267277.8,,
densenet201,10,32,443.1717014,16,111.4610129,0.336,,resnet50,75,8,14.28321321,500,1.085034931,0.0822,,83693624,65429980,149123604,0.561236597,145631639,40869733,186501372,66376286,30521368,96897654,,0.032,,2615425750,2044686875,4660112625,17.53864365,4550988719,1277179156,5828167875,2074258938,953792750,3028051688,,
densenet201,10,32,362.0405375,9,30.32984902,0.0914,,resnet50,90,1,6.370100613,500,0.529047823,0.0906,,,0.018,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,32,464.3924561,14,132.6817676,0.4,,resnet50,90,8,12.81382387,500,2.00683927,0.1857,,,0.028,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,25.71202524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,25,1,26.18413169,321,0.472106448,0.0184,,resnet50,10,1,17.110197,500,0.711185452,0.0434,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.642,,31910042.06,16249510.9,48159552.96,1.032071776,45908757.01,12711091.9,58619848.91,18262532.71,2973098.131,21235630.84,,
densenet201,25,1,26.69117939,500,0.979154154,0.0381,,resnet50,10,8,70.66526826,194,2.314593749,0.0339,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,2.577319588,,30278536.03,28597579.58,58876115.61,0.199538843,57036790.74,15882596.86,72919387.61,30797616.01,11184069.74,41981685.75,,
densenet201,25,1,26.18608328,500,0.474058042,0.0184,,resnet50,10,16,114.7494636,118,4.11207775,0.0372,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,4.237288136,,22659780.72,38809541.56,61469322.28,0.086998002,58938237.15,23167514.66,82105751.81,41000561.31,19756270.36,60756831.67,,
densenet201,25,1,25.67045739,500,-0.041567854,-0.0016,,resnet50,10,32,209.4429066,64,5.745231018,0.0282,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,7.8125,,20112657.02,43869156.1,63981813.12,0.040236748,61640664.06,24160833.02,85801497.09,45937398.66,21835610.62,67773009.28,,
densenet201,25,1,27.66387834,141,1.951853099,0.0759,,resnet50,25,1,7.862754677,500,0.825340942,0.1173,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.282,,72201042.55,36950631.21,109151673.8,2.345654052,104050578,28941812.06,132992390.1,39129517.73,9024432.624,48153950.35,,
densenet201,25,1,28.36124071,497,2.649215473,0.103,,resnet50,25,8,28.7967499,500,1.003107045,0.0361,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.994,,80928092.56,70783877.26,151711969.8,0.536652396,147522496,41150238.43,188672734.4,72975717.3,31133163.98,104108881.3,,
densenet201,25,1,25.82447446,500,0.112449217,0.0044,,resnet50,25,16,47.26300379,280,1.543192075,0.0338,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,1.785714286,,51566430.72,94179088.64,145745519.4,0.198134401,140500338.7,54922058.24,195422397,95939534.88,46362290.8,142301825.7,,
densenet201,25,1,27.33732212,500,1.625296884,0.0632,,resnet50,25,32,85.49316336,164,2.388474645,0.0287,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,3.048780488,,49178703.62,114287131.3,163465834.9,0.098678814,157569605.9,61872059.58,219441665.5,116233798.5,55756074.17,171989872.7,,
densenet201,25,1,26.94097371,125,1.228948469,0.0478,,resnet50,50,1,6.720851779,500,0.297139454,0.0463,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.25,,81763536,41743824,123507360,2.648053881,117647452,32640488,150287940,43112688,6691324,49804012,,
densenet201,25,1,29.48142473,276,3.769399486,0.1466,,resnet50,50,8,16.52616222,500,0.488855326,0.0305,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.552,,149282717.4,121762855.1,271045572.5,0.997764704,264529344.2,74073510.87,338602855.1,124130036.2,51199547.1,175329583.3,,
densenet201,25,1,29.81475657,467,4.102731329,0.1596,,resnet50,50,16,28.39609497,500,0.762336231,0.0276,,94907165,163348138,258255303,0.367493577,250242058,98081889,348323947,165883679,82912752,248796431,,0.934,,101613667,174890940,276504607.1,0.393462074,267925115.6,105012729.1,372937844.8,177605652,88771683.08,266377335.1,,
densenet201,25,1,32.22077169,500,6.508746447,0.2531,,resnet50,50,32,51.82913949,318,1.548973444,0.0308,,152234041,345602210,497836251,0.305791394,482130911,188591255,670722166,349426080,167875671,517301751,,1.572327044,,96820850.08,219803005.6,316623855.6,0.194483326,306635259.4,119944038.2,426579297.6,222234986.9,106768926.8,329003913.6,,
densenet201,25,1,25.53807785,120,-0.173947393,-0.0068,,resnet50,75,1,6.167600385,500,-0.067733058,-0.0109,,20064285,10425490,30489775,0.658066024,29067492,8158302,37225794,10798918,2525893,13324811,,0.24,,83601187.5,43439541.67,127040729.2,2.741941766,121114550,33992925,155107475,44995491.67,10524554.17,55520045.83,,
densenet201,25,1,30.60440438,223,4.892379141,0.1903,,resnet50,75,8,13.82945197,500,0.631273691,0.0478,,83693624,65429980,149123604,0.561236597,145631639,40869733,186501372,66376286,30521368,96897654,,0.446,,187653865.5,146703991,334357856.5,1.25837802,326528338.6,91636172.65,418164511.2,148825753.4,68433560.54,217259313.9,,
densenet201,25,1,34.81472109,331,9.102695853,0.354,,resnet50,75,16,23.45292194,500,0.732910056,0.0323,,97683134,159159308,256842442,0.380323179,249587185,98045617,347632802,161023210,82380965,243404175,,0.662,,147557604.2,240421915.4,387979519.6,0.574506312,377019916.9,148105161.6,525125078.5,243237477.3,124442545.3,367680022.7,,
densenet201,25,1,37.89021958,500,12.17819434,0.4736,,resnet50,75,32,43.39924297,445,1.360408437,0.0324,,153332709,342186084,495518793,0.309438736,480565824,188543451,669109275,345148692,169021805,514170497,,1.123595506,,136466111,304545614.8,441011725.8,0.275400475,427703583.4,167803671.4,595507254.8,307182335.9,150429406.5,457611742.3,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,48.93665253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,25,8,51.02665804,175,2.090005512,0.0427,,resnet50,10,1,18.02466491,500,1.625653356,0.0991,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.35,,58532134.29,29806245.71,88338380,1.893114515,84209777.14,23315774.29,107525551.4,33498702.86,5453511.429,38952214.29,,
densenet201,25,8,51.36274712,500,2.426094586,0.0496,,resnet50,10,8,72.63436584,359,4.283691326,0.0627,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,1.39275766,,56030899.15,52920263.24,108951162.4,0.369249714,105547463.3,29390991.1,134938454.4,56991464.68,20696294,77687758.68,,
densenet201,25,8,52.10650217,500,3.169849637,0.0648,,resnet50,10,16,116.9130253,227,6.275639539,0.0567,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,2.202643172,,43591273.08,74659033.34,118250306.4,0.167360564,113381185,44568015.49,157949200.5,78873961.17,38005706.54,116879667.7,,
densenet201,25,8,52.30285039,500,3.366197858,0.0688,,resnet50,10,32,212.9821343,125,9.284458677,0.0456,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,4,,39282533.25,85681945.5,124964478.8,0.078587399,120391922,47189127,167581049,89721481.75,42647677,132369158.8,,
densenet201,25,8,52.95350101,74,4.016848475,0.0821,,resnet50,25,1,7.832939649,500,0.795525914,0.113,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.148,,137572256.8,70405932.43,207978189.2,4.469421909,198258533.8,55145885.14,253404418.9,74557594.59,17195202.7,91752797.3,,
densenet201,25,8,54.67405183,271,5.737399297,0.1172,,resnet50,25,8,29.98703828,500,2.193395424,0.0789,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.542,,148417941,129813974.2,278231915.1,0.984192771,270548636.5,75467411.44,346016048,133833695.6,57096614.39,190930310,,
densenet201,25,8,57.12992996,428,8.193277431,0.1674,,resnet50,25,16,49.48275944,500,3.762947728,0.0823,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,0.856,,107573495.3,196468392.5,304041887.9,0.413331111,293099838.8,114573719.6,407673558.4,200140885.5,96717061.92,296857947.4,,
densenet201,25,8,58.07457899,500,9.137926457,0.1867,,resnet50,25,32,89.98960655,328,6.884917835,0.0828,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,1.524390244,,98357407.23,228574262.7,326931669.9,0.197357629,315139211.8,123744119.2,438883331,232467597.1,111512148.3,343979745.4,,
densenet201,25,8,53.41895582,65,4.482303288,0.0916,,resnet50,50,1,6.901708415,500,0.47799609,0.0744,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.13,,157237569.2,80276584.62,237514153.8,5.09241131,226245100,62770169.23,289015269.2,82909015.38,12867930.77,95776946.15,,
densenet201,25,8,63.13871499,139,14.20206246,0.2902,,resnet50,50,8,17.69231184,500,1.655004954,0.1032,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.278,,296417482,241773726.6,538191208.6,1.981173082,525252510.8,147081215.8,672333726.6,246474028.8,101662410.1,348136438.8,,
densenet201,25,8,70.62054594,213,21.68389341,0.4431,,resnet50,50,16,30.34838949,500,2.714630752,0.0982,,94907165,163348138,258255303,0.367493577,250242058,98081889,348323947,165883679,82912752,248796431,,0.426,,222786772.3,383446333.3,606233105.6,0.862660978,587422671.4,230239176.1,817661847.4,389398307.5,194630873.2,584029180.8,,
densenet201,25,8,74.15368416,368,25.21703163,0.5153,,resnet50,50,32,55.130041,500,4.84987495,0.0965,,152234041,345602210,497836251,0.305791394,482130911,188591255,670722166,349426080,167875671,517301751,,0.736,,206839729.6,469568220.1,676407949.7,0.415477437,655069172.6,256238118.2,911307290.8,474763695.7,228091944.3,702855639.9,,
densenet201,25,8,53.46739487,63,4.530742344,0.0926,,resnet50,75,1,6.715372987,500,0.480039544,0.077,,20064285,10425490,30489775,0.658066024,29067492,8158302,37225794,10798918,2525893,13324811,,0.126,,159240357.1,82741984.13,241982341.3,5.22274622,230694381,64748428.57,295442809.5,85705698.41,20046769.84,105752468.3,,
densenet201,25,8,68.65082129,107,19.71416876,0.4029,,resnet50,75,8,14.73647892,500,1.538300638,0.1166,,83693624,65429980,149123604,0.561236597,145631639,40869733,186501372,66376286,30521368,96897654,,0.214,,391091700.9,305747570.1,696839271,2.622600919,680521677.6,190980060.7,871501738.3,310169560.7,142623215,452792775.7,,
densenet201,25,8,83.53556645,149,34.59891392,0.707,,resnet50,75,16,25.05556445,500,2.335552565,0.1028,,97683134,159159308,256842442,0.380323179,249587185,98045617,347632802,161023210,82380965,243404175,,0.298,,327795751.7,534091637.6,861887389.3,1.276252278,837540889.3,329012137.6,1166553027,540346342.3,276446191.3,816792533.6,,
densenet201,25,8,90.69172925,253,41.75507672,0.8532,,resnet50,75,32,46.30928828,500,4.270453747,0.1016,,153332709,342186084,495518793,0.309438736,480565824,188543451,669109275,345148692,169021805,514170497,,0.506,,303029069.2,676257083,979286152.2,0.611539004,949734830,372615515.8,1322350346,682112039.5,334035187.7,1016147227,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,81.75461838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,25,16,84.26198606,109,2.507367679,0.0307,,resnet50,10,1,18.38747284,500,1.988461289,0.1213,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.218,,93973610.09,47854064.22,141827674.3,3.039404037,135199183.5,37433582.57,172632766.1,53782321.1,8755637.615,62537958.72,,
densenet201,25,16,85.16834035,430,3.413721975,0.0418,,resnet50,10,8,73.88403188,500,5.533357366,0.081,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,0.86,,90741237.21,85703606.98,176444844.2,0.597994614,170932602.3,47598288.37,218530890.7,92296859.3,33517351.16,125814210.5,,
densenet201,25,16,86.17039571,500,4.415777326,0.054,,resnet50,10,16,118.5235313,368,7.886145471,0.0713,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,1.358695652,,70667790.72,121033146.6,191700937.3,0.271315804,183807383.6,72251232.16,256058615.8,127866157.3,61612775.36,189478932.7,,
densenet201,25,16,86.42060284,500,4.665984464,0.0571,,resnet50,10,32,216.0419453,203,12.34426968,0.0606,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,2.463054187,,63794834,139147479.5,202942313.5,0.127625935,195516481.3,76635142.25,272151623.6,145707686.4,69259827.45,214967513.8,,
