,,,,,,,,,,,,,,,,hit sum,miss sum,hit+miss sum,hit rate,l1 read from l2,l1 write to l2,l1 read+write from/to l2,l2 read from dram,l2 write to dram,l2 read+write from/to dram,,,,,,,,,,,,,,,
resnet50,50,16,31.21468218,500,3.580923438,0.1296,,densenet201,25,16,115.1925575,135,33.43793912,0.409,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,3.703703704,,35467022.07,71648101.26,107115123.3,0.089400037,103761205.5,52688668.59,156449874.1,73467633.96,39027508.02,112495142,,
resnet50,50,16,28.51558983,500,0.881831088,0.0319,,densenet201,50,1,28.21075814,496,3.228750476,0.1292,,23618096,15045852,38663948,0.610855777,37068764,12201701,49270465,16124930,1211766,17336696,,1.008064516,,23429151.23,14925485.18,38354636.42,0.605968931,36772213.89,12104087.39,48876301.28,15995930.56,1202071.872,17198002.43,,
resnet50,50,16,32.64839897,500,5.014640228,0.1815,,densenet201,50,8,43.84880711,367,13.20679139,0.431,,129561256,117671768,247233024,0.524045105,239610816,86220044,325830860,119888543,48201829,168090372,,1.36239782,,95097961.9,86371077.71,181469039.6,0.384649107,175874338.9,63285512.3,239159851.2,87998190.56,35380142.49,123378333,,
resnet50,50,16,35.92661243,500,8.292853694,0.3001,,densenet201,50,16,71.2711786,250,22.01936155,0.4471,,133274876,263570528,396845404,0.335835755,384992802,195227201,580220003,267587148,142844019,410431167,,2,,66637438,131785264,198422702,0.167917878,192496401,97613600.5,290110001.5,133793574,71422009.5,205215583.5,,
resnet50,50,16,27.71779859,500,0.084039852,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,50.28016605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,50,32,51.31212396,500,1.031957912,0.0205,,densenet201,10,1,52.48937068,483,16.00425296,0.4387,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,1.035196687,,21914890.45,14519884.18,36434774.63,0.58103239,34863589.15,11791498.32,46655087.47,17305249.54,1689909.774,18995159.32,,
resnet50,50,32,52.40074003,500,2.120573978,0.0422,,densenet201,10,8,170.3941288,153,51.46918624,0.4328,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,3.267973856,,35253665.44,40316820.08,75570485.53,0.142749137,72476609.8,26417181.65,98893791.45,43532958.73,15819555.26,59352513.98,,
resnet50,50,32,52.9498715,500,2.669705448,0.0531,,densenet201,10,16,264.3586827,100,77.37353151,0.4138,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,5,,27538218.2,51566072.8,79104291,0.069625093,76494468.4,39107370.2,115601838.6,54541383.6,29361409,83902792.6,,
resnet50,50,32,50.63592152,500,0.355755466,0.0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,50,32,51.82913949,318,1.548973444,0.0308,,densenet201,25,1,32.22077169,500,6.508746447,0.2531,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,0.636,,37011413.52,23633547.17,60644960.69,0.959585854,58199555.03,19195363.21,77394918.24,25934180.82,2715477.987,28649658.81,,
resnet50,50,32,55.130041,500,4.84987495,0.0965,,densenet201,25,8,74.15368416,368,25.21703163,0.5153,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,1.358695652,,90232014.66,91501095.04,181733109.7,0.365430179,175103171.6,63462522.94,238565694.6,94311458.78,36565466.24,130876925,,
resnet50,50,32,56.83354536,500,6.553379307,0.1303,,densenet201,25,16,120.7786962,234,39.02407779,0.4773,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,2.136752137,,61476171.59,124190042.2,185666213.8,0.154960064,179852756.1,91327025.56,271179781.7,127343898.9,67647680.57,194991579.4,,
resnet50,50,32,50.56316685,500,0.283000797,0.0056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,50,32,52.10508787,271,1.824921821,0.0363,,densenet201,50,1,27.61269369,500,2.630686027,0.1053,,23618096,15045852,38663948,0.610855777,37068764,12201701,49270465,16124930,1211766,17336696,,0.542,,43575822.88,27759874.54,71335697.42,1.127040179,68392553.51,22512363.47,90904916.97,29750793.36,2235730.627,31986523.99,,
resnet50,50,32,59.21522931,396,8.935063264,0.1777,,densenet201,50,8,46.11492906,500,15.47291334,0.505,,129561256,117671768,247233024,0.524045105,239610816,86220044,325830860,119888543,48201829,168090372,,0.792,,163587444.4,148575464.6,312162909.1,0.661673112,302538909.1,108863691.9,411402601,151374423,60860895.2,212235318.2,,
resnet50,50,32,64.64093334,500,14.36076729,0.2856,,densenet201,50,16,74.10619873,432,24.85438168,0.5046,,133274876,263570528,396845404,0.335835755,384992802,195227201,580220003,267587148,142844019,410431167,,1.157407407,,115149492.9,227724936.2,342874429.1,0.290162093,332633780.9,168676301.7,501310082.6,231195295.9,123417232.4,354612528.3,,
resnet50,50,32,50.69259153,500,0.41242548,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,6.235333443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,75,1,6.782381236,500,0.547047793,0.0877,,densenet201,10,1,39.56924124,86,3.084123515,0.0845,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,5.813953488,,3902030.184,2585320.992,6487351.176,0.103455043,6207595.584,2099521.44,8307117.024,3081265.964,300894.908,3382160.872,,
resnet50,75,1,6.092292163,500,-0.14304128,-0.0229,,densenet201,10,8,130.6344332,23,11.70949065,0.0985,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,21.73913043,,5299570.622,6060698.444,11360269.07,0.021459021,10895176.64,3971210.314,14866386.95,6544170.266,2378103.078,8922273.344,,
resnet50,75,1,6.234157372,500,-0.001176071,-0.0002,,densenet201,10,16,203.8926392,15,16.90748796,0.0904,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,33.33333333,,4130732.73,7734910.92,11865643.65,0.010443764,11474170.26,5866105.53,17340275.79,8181207.54,4404211.35,12585418.89,,
resnet50,75,1,6.690294462,500,0.454961019,0.073,,densenet201,10,32,360.3247002,9,28.61401175,0.0863,,190093285,575953100,766046385,0.248148531,736205505,373195792,1109401297,601861481,317181847,919043328,,55.55555556,,3421679.13,10367155.8,13788834.93,0.004466674,13251699.09,6717524.256,19969223.35,10833506.66,5709273.246,16542779.9,,
resnet50,75,1,6.167600385,500,-0.067733058,-0.0109,,densenet201,25,1,25.53807785,120,-0.173947393,-0.0068,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,4.166666667,,5649422.16,3607424.64,9256846.8,0.146471185,8883580.08,2929980.24,11813560.32,3958593.36,414490.56,4373083.92,,
resnet50,75,1,6.715372987,500,0.480039544,0.077,,densenet201,25,8,53.46739487,63,4.530742344,0.0926,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,7.936507937,,15447328.6,15664589.64,31111918.24,0.062560058,29976901.67,10864508,40841409.67,16145711.69,6259848.84,22405560.53,,
resnet50,75,1,7.016139,500,0.780805557,0.1252,,densenet201,25,16,87.68819847,40,5.933580091,0.0726,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,12.5,,10508747.28,21229067.04,31737814.32,0.0264889,30744060.88,15611457.36,46355518.24,21768187.84,11563706.08,33331893.92,,
resnet50,75,1,6.683261631,500,0.447928188,0.0718,,densenet201,25,32,151.2856612,22,13.29904438,0.0964,,186820181,577253926,764074107,0.244505316,735767874,372640926,1108408800,588447297,316571472,905018769,,22.72727273,,8220087.964,25399172.74,33619260.71,0.010758234,32373786.46,16396200.74,48769987.2,25891681.07,13929144.77,39820825.84,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,13.19817828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,75,8,13.66103713,500,0.462858854,0.0351,,densenet201,10,1,49.42047545,137,12.93535773,0.3545,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,3.649635036,,6216024.828,4118476.464,10334501.29,0.164806289,9888844.128,3344586.48,13233430.61,4908528.338,479332.586,5387860.924,,
resnet50,75,8,13.96464083,500,0.766462551,0.0581,,densenet201,10,8,160.7348374,43,41.80989478,0.3516,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,11.62790698,,9907892.902,11330871,21238763.91,0.040119039,20369243.28,7424436.674,27793679.95,12234753.11,4446018.798,16680771.9,,
resnet50,75,8,14.06005164,500,0.861873361,0.0653,,densenet201,10,16,248.2365287,28,61.25137747,0.3276,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,17.85714286,,7710701.096,14438500.38,22149201.48,0.019495026,21418451.15,10950063.66,32368514.81,15271587.41,8221194.52,23492781.93,,
resnet50,75,8,14.28321321,500,1.085034931,0.0822,,densenet201,10,32,443.1717014,16,111.4610129,0.336,,190093285,575953100,766046385,0.248148531,736205505,373195792,1109401297,601861481,317181847,919043328,,31.25,,6082985.12,18430499.2,24513484.32,0.007940753,23558576.16,11942265.34,35500841.5,19259567.39,10149819.1,29409386.5,,
resnet50,75,8,13.82945197,500,0.631273691,0.0478,,densenet201,25,1,30.60440438,223,4.892379141,0.1903,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,2.242152466,,10498509.51,6703797.456,17202306.97,0.272192285,16508652.98,5444879.946,21953532.93,7356385.994,770261.624,8126647.618,,
resnet50,75,8,14.73647892,500,1.538300638,0.1166,,densenet201,25,8,68.65082129,107,19.71416876,0.4029,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,4.672897196,,26235939.04,26604937.96,52840877,0.106252797,50913150.45,18452418.36,69365568.81,27422081.77,10631806.76,38053888.53,,
resnet50,75,8,15.07980927,500,1.881630995,0.1426,,densenet201,25,16,111.0888577,68,29.33423927,0.3588,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,7.352941176,,17864870.38,36089413.97,53954284.34,0.04503113,52264903.5,26539477.51,78804381.01,37005919.33,19658300.34,56664219.66,,
resnet50,75,8,15.49815948,500,2.299981195,0.1743,,densenet201,25,32,192.6448765,40,54.65825968,0.3961,,186820181,577253926,764074107,0.244505316,735767874,372640926,1108408800,588447297,316571472,905018769,,12.5,,14945614.48,46180314.08,61125928.56,0.019560425,58861429.92,29811274.08,88672704,47075783.76,25325717.76,72401501.52,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,22.72001188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,75,16,23.2496557,500,0.529643817,0.0233,,densenet201,10,1,58.78786792,196,22.3027502,0.6113,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,2.551020408,,8892999.024,5892126.912,14785125.94,0.23578126,14147543.42,4784955.84,18932499.26,7022420.104,685760.488,7708180.592,,
resnet50,75,16,23.78948001,500,1.069468131,0.0471,,densenet201,10,8,193.2690022,61,74.3440596,0.6251,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,8.196721311,,14055382.95,16074026.31,30129409.26,0.056913055,28895903.25,10532340.4,39428243.65,17356277.66,6307142.946,23663420.61,,
resnet50,75,16,24.00937375,500,1.289361873,0.0568,,densenet201,10,16,297.5043442,40,110.519193,0.5911,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,12.5,,11015287.28,20626429.12,31641716.4,0.027850037,30597787.36,15642948.08,46240735.44,21816553.44,11744563.6,33561117.04,,
resnet50,75,16,22.82356135,500,0.103549472,0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,75,16,23.45292194,500,0.732910056,0.0323,,densenet201,25,1,34.81472109,331,9.102695853,0.354,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,1.510574018,,15582989.46,9950479.632,25533469.09,0.404016351,24503875.05,8081862.162,32585737.22,10919120.02,1143303.128,12062423.15,,
resnet50,75,16,25.05556445,500,2.335552565,0.1028,,densenet201,25,8,83.53556645,149,34.59891392,0.707,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,3.355704698,,36534158.11,37047997.72,73582155.83,0.147959502,70897751.56,25695423.69,96593175.26,38185889.56,14805039.32,52990928.88,,
resnet50,75,16,25.85078992,500,3.130778041,0.1378,,densenet201,25,16,135.2286631,95,53.47404469,0.6541,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,5.263157895,,24958274.79,50419034.22,75377309.01,0.062911137,73017144.59,37077211.23,110094355.8,51699446.12,27463801.94,79163248.06,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,42.03883453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,75,32,43.06324191,500,1.024407375,0.0244,,densenet201,10,1,63.06192504,338,26.57680732,0.7284,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,1.479289941,,15335886.07,10160912.74,25496798.81,0.406602376,24397294.27,8251607.52,32648901.79,12110091.81,1182586.964,13292678.78,,
resnet50,75,32,44.027395,500,1.988560467,0.0473,,densenet201,10,8,208.0434162,105,89.1184736,0.7494,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,4.761904762,,24193691.97,27668405.94,51862097.91,0.097965094,49738849.86,18129438.39,67868288.25,29875559.91,10856557.53,40732117.44,,
resnet50,75,32,44.57090754,500,2.532073009,0.0602,,densenet201,10,16,318.2601946,70,131.2750434,0.7021,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,7.142857143,,19276752.74,36096250.96,55373003.7,0.048737565,53546127.88,27375159.14,80921287.02,38178968.52,20552986.3,58731954.82,,
resnet50,75,32,42.36734863,500,0.328514103,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,75,32,43.39924297,445,1.360408437,0.0324,,densenet201,25,1,37.89021958,500,12.17819434,0.4736,,23539259,15030936,38570195,0.610296603,37014917,12208251,49223168,16494139,1727044,18221183,,0.89,,26448605.62,16888692.13,43337297.75,0.685726521,41589794.38,13717135.96,55306930.34,18532740.45,1940498.876,20473239.33,,
resnet50,75,32,46.30928828,500,4.270453747,0.1016,,densenet201,25,8,90.69172925,253,41.75507672,0.8532,,122597846,124322140,246919986,0.496508395,237911918,86226254,324138172,128140569,49681340,177821909,,1.976284585,,62034510.08,62907002.84,124941512.9,0.251233248,120383430.5,43630484.52,164013915,64839127.91,25138758.04,89977885.95,,
resnet50,75,32,47.93882555,500,5.899991016,0.1403,,densenet201,25,16,145.5072277,164,63.75260931,0.7798,,131359341,265363338,396722679,0.331111247,384300761,195143217,579443978,272102348,144546326,416648674,,3.048780488,,43085863.85,87039174.86,130125038.7,0.108604489,126050649.6,64006975.18,190057624.8,89249570.14,47411194.93,136660765.1,,
resnet50,75,32,42.36765575,500,0.328821224,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,5.84105279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,90,1,6.385686652,500,0.544633862,0.0932,,densenet201,10,1,39.64660941,81,3.161491692,0.0867,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,6.172839506,,3675167.964,2435011.632,6110179.596,0.097440214,5846688.864,1977456.24,7824145.104,2902122.594,283401.018,3185523.612,,
resnet50,90,1,6.142760701,500,0.301707911,0.0517,,densenet201,10,8,130.5646083,24,11.63966566,0.0979,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,20.83333333,,5529986.736,6324207.072,11854193.81,0.022392022,11368879.97,4143871.632,15512751.6,6828699.408,2481498.864,9310198.272,,
resnet50,90,1,6.763853252,500,0.922800462,0.158,,densenet201,10,16,203.6499095,17,16.66475832,0.0891,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,29.41176471,,4681497.094,8766232.376,13447729.47,0.011836266,13004059.63,6648252.934,19652312.56,9272035.212,4991439.53,14263474.74,,
resnet50,90,1,6.370100613,500,0.529047823,0.0906,,densenet201,10,32,362.0405375,9,30.32984902,0.0914,,190093285,575953100,766046385,0.248148531,736205505,373195792,1109401297,601861481,317181847,919043328,,55.55555556,,3421679.13,10367155.8,13788834.93,0.004466674,13251699.09,6717524.256,19969223.35,10833506.66,5709273.246,16542779.9,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,10.8069846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,90,8,12.26501018,500,1.458025578,0.1349,,densenet201,10,1,52.4801275,116,15.99500978,0.4384,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,4.310344828,,5263203.504,3487177.152,8750380.656,0.139544011,8373035.904,2831912.64,11204948.54,4156126.184,405858.248,4561984.432,,
resnet50,90,8,12.53537972,500,1.728395117,0.1599,,densenet201,10,8,169.8998607,37,50.97491809,0.4286,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,13.51351351,,8525396.218,9749819.236,18275215.45,0.034521033,17527023.28,6388468.766,23915492.05,10527578.25,3825644.082,14353222.34,,
resnet50,90,8,12.62530563,500,1.818321028,0.1683,,densenet201,10,16,262.3006961,24,75.31554486,0.4028,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,20.83333333,,6609172.368,12375857.47,18985029.84,0.016710022,18358672.42,9385768.848,27744441.26,13089932.06,7046738.16,20136670.22,,
resnet50,90,8,12.81382387,500,2.00683927,0.1857,,densenet201,10,32,464.3924561,14,132.6817676,0.4,,190093285,575953100,766046385,0.248148531,736205505,373195792,1109401297,601861481,317181847,919043328,,35.71428571,,5322611.98,16126686.8,21449298.78,0.006948159,20613754.14,10449482.18,31063236.32,16852121.47,8881091.716,25733213.18,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,20.38776258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,90,16,21.56393263,500,1.176170052,0.0577,,densenet201,10,1,64.40361549,166,27.91849777,0.7652,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,3.012048193,,7531825.704,4990270.752,12522096.46,0.199692291,11982103.1,4052564.64,16034667.74,5947559.884,580797.148,6528357.032,,
resnet50,90,16,22.06407686,500,1.676314279,0.0822,,densenet201,10,8,213.9197546,51,94.99481203,0.7988,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,9.803921569,,11751221.81,13438940.03,25190161.84,0.047583046,24158869.93,8805727.218,32964597.15,14510986.24,5273185.086,19784171.33,,
resnet50,90,16,22.28086992,500,1.893107339,0.0929,,densenet201,10,16,326.4258665,34,139.4407153,0.7457,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,14.70588235,,9362994.188,17532464.75,26895458.94,0.023672532,26008119.26,13296505.87,39304625.12,18544070.42,9982879.06,28526949.48,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,origin,,38.23993004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resnet50,90,32,40.53190482,500,2.291974776,0.0599,,densenet201,10,1,70.23021811,286,33.74510039,0.9249,,22686222,15030936,37717158,0.601482805,36090672,12206520,48297192,17914337,1749389,19663726,,1.748251748,,12976518.98,8597695.392,21574214.38,0.344048165,20643864.38,6982129.44,27625993.82,10247000.76,1000650.508,11247651.27,,
resnet50,90,32,41.51337879,500,3.273448752,0.0856,,densenet201,10,8,231.9600443,89,113.0351017,0.9505,,115208057,131754314,246962371,0.466500449,236851666,86330659,323182325,142264571,51697893,193962464,,5.617977528,,20507034.15,23452267.89,43959302.04,0.08303708,42159596.55,15366857.3,57526453.85,25323093.64,9202224.954,34525318.59,,
resnet50,90,32,41.98767414,500,3.747744101,0.098,,densenet201,10,16,354.1288835,59,167.1437323,0.8939,,137691091,257830364,395521455,0.348125466,382472342,195536851,578009193,272706918,146807045,419513963,,8.474576271,,16247548.74,30423982.95,46671531.69,0.041078805,45131736.36,23073348.42,68205084.77,32179416.32,17323231.31,49502647.63,,
resnet50,90,32,39.98158384,500,1.741653799,0.0455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,36.48511772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,1,37.80875948,223,1.323641756,0.0363,,resnet50,10,1,17.03790452,500,0.638892968,0.039,,20486247,10432186,30918433,0.66259008,29473422,8160521,37633943,11724546,1908729,13633275,,0.446,,45933289.24,23390551.57,69323840.81,1.485627982,66083905.83,18297132.29,84381038.12,26288219.73,4279661.435,30567881.17,,
densenet201,10,1,37.965179,500,1.480061281,0.0406,,resnet50,10,8,69.91643951,277,1.565765001,0.0229,,78037464,73705102,151742566,0.514275368,147002038,40934528,187936566,79375299,28824922,108200221,,1.805054152,,43232755.06,40832626.51,84065381.56,0.284908554,81439129.05,22677728.51,104116857.6,43973915.65,15969006.79,59942922.43,,
densenet201,10,1,38.55945441,500,2.074336687,0.0569,,resnet50,10,16,113.1784239,174,2.541038071,0.023,,96016020,164447210,260463230,0.368635604,249738293,98167435,347905728,173731192,83713010,257444202,,2.873563218,,33413574.96,57227629.08,90641204.04,0.12828519,86908925.96,34162267.38,121071193.3,60458454.82,29132127.48,89590582.3,,
densenet201,10,1,38.90055463,500,2.415436906,0.0662,,resnet50,10,32,207.1054699,96,3.407794263,0.0167,,157130133,342727782,499857915,0.314349595,481567688,188756508,670324196,358885927,170590708,529476635,,5.208333333,,30168985.54,65803734.14,95972719.68,0.060355122,92460996.1,36241249.54,128702245.6,68906097.98,32753415.94,101659513.9,,
densenet201,10,1,38.8567731,97,2.371655381,0.065,,resnet50,25,1,7.579622341,500,0.542208606,0.077,,20360694,10420078,30780772,0.661474443,29342263,8161591,37503854,11034524,2544890,13579414,,0.194,,104952030.9,53711742.27,158663773.2,3.409662075,151248778.4,42070056.7,193318835.1,56878989.69,13117989.69,69996979.38,,
densenet201,10,1,40.29427389,349,3.80915617,0.1044,,resnet50,25,8,28.53866164,500,0.745018784,0.0268,,80442524,70359174,150801698,0.533432482,146637361,40903337,187540698,72537863,30946365,103484228,,0.698,,115247169.1,100801108.9,216048277.9,0.764229916,210082179.1,58600769.34,268682948.4,103922439.8,44335766.48,148258206.3,,
densenet201,10,1,41.70521628,500,5.220098558,0.1431,,resnet50,25,16,46.94929079,452,1.22947908,0.0269,,92082912,168176944,260259856,0.353811431,250893462,98075104,348968566,171320598,82789805,254110403,,1.10619469,,83242952.45,152031957.4,235274909.8,0.319845533,226807689.6,88659894.02,315467583.7,154873820.6,74841983.72,229715804.3,,
densenet201,10,1,42.29728816,500,5.812170442,0.1593,,resnet50,25,32,84.96058799,254,1.85589927,0.0223,,149935072,348436376,498371448,0.300850044,480395140,188634328,669029468,354371337,169988031,524359368,,1.968503937,,76167016.58,177005679,253172695.6,0.152831822,244040731.1,95826238.62,339866969.7,180020639.2,86353919.75,266374558.9,,
densenet201,10,1,39.56700116,83,3.081883439,0.0845,,resnet50,50,1,6.549863427,500,0.126151102,0.0196,,20440884,10435956,30876840,0.66201347,29411863,8160122,37571985,10778172,1672831,12451003,,0.166,,123137855.4,62867204.82,186005060.2,3.988032954,177179897.6,49157361.45,226337259,64928746.99,10077295.18,75006042.17,,
densenet201,10,1,45.26977656,179,8.784658843,0.2408,,resnet50,50,8,16.33289652,500,0.295589629,0.0184,,82404060,67213096,149617156,0.550766117,146020198,40888578,186908776,68519780,28262150,96781930,,0.358,,230178938.5,187746078.2,417925016.8,1.53845284,407877648,114213905,522091553.1,191396033.5,78944553.07,270340586.6,,
densenet201,10,1,49.90880501,278,13.42368729,0.3679,,resnet50,50,16,28.11044293,500,0.476684192,0.0173,,94907165,163348138,258255303,0.367493577,250242058,98081889,348323947,165883679,82912752,248796431,,0.556,,170696339.9,293791615.1,464487955,0.66095967,450075643.9,176406275.2,626481919.1,298351940.6,149123654.7,447475595.3,,
densenet201,10,1,52.48937068,483,16.00425296,0.4387,,resnet50,50,32,51.31212396,500,1.031957912,0.0205,,152234041,345602210,497836251,0.305791394,482130911,188591255,670722166,349426080,167875671,517301751,,0.966,,157592174.9,357766262.9,515358437.9,0.316554238,499100321.9,195229042.4,694329364.4,361724720.5,173784338.5,535509059,,
densenet201,10,1,39.56924124,86,3.084123515,0.0845,,resnet50,75,1,6.782381236,500,0.547047793,0.0877,,20064285,10425490,30489775,0.658066024,29067492,8158302,37225794,10798918,2525893,13324811,,0.172,,116652819.8,60613313.95,177266133.7,3.825965254,168997046.5,47431988.37,216429034.9,62784406.98,14685424.42,77469831.4,,
densenet201,10,1,49.42047545,137,12.93535773,0.3545,,resnet50,75,8,13.66103713,500,0.462858854,0.0351,,83693624,65429980,149123604,0.561236597,145631639,40869733,186501372,66376286,30521368,96897654,,0.274,,305451182.5,238795547.4,544246729.9,2.048308747,531502332.1,149159609.5,680661941.6,242249219,111391854,353641073,,
densenet201,10,1,58.78786792,196,22.3027502,0.6113,,resnet50,75,16,23.2496557,500,0.529643817,0.0233,,97683134,159159308,256842442,0.380323179,249587185,98045617,347632802,161023210,82380965,243404175,,0.392,,249191668.4,406018642.9,655210311.2,0.970212191,636702002.6,250116369.9,886818372.4,410773494.9,210155523,620929017.9,,
densenet201,10,1,63.06192504,338,26.57680732,0.7284,,resnet50,75,32,43.06324191,500,1.024407375,0.0244,,153332709,342186084,495518793,0.309438736,480565824,188543451,669109275,345148692,169021805,514170497,,0.676,,226823534,506192432,733015966,0.45774961,710896189.3,278910430.5,989806619.8,510574988.2,250032255.9,760607244.1,,
densenet201,10,1,39.64660941,81,3.161491692,0.0867,,resnet50,90,1,6.385686652,500,0.544633862,0.0932,,,0.162,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,1,52.4801275,116,15.99500978,0.4384,,resnet50,90,8,12.26501018,500,1.458025578,0.1349,,,0.232,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,1,64.40361549,166,27.91849777,0.7652,,resnet50,90,16,21.56393263,500,1.176170052,0.0577,,,0.332,,,,,,,,,,,,,,,,,,,,,,,
densenet201,10,1,70.23021811,286,33.74510039,0.9249,,resnet50,90,32,40.53190482,500,2.291974776,0.0599,,,0.572,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
densenet201,origin,,118.9249426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
